,ConflictID,ConflictCode,Year,Country,SideA,SideA2nd,SideB,SideB2nd,SideBID,Strategic,StrategicSIDE,ChildSoldier,ChildSoldierSide,CS_Side,CS_SideB_ID,SexExploitForcedMarriage,SexExploitForcedMarriageSide,SexFM_SideB_ID,SexFM_Side,Trafficking,TraffickingSide,Traf_Side,ForcedLabour,ForcedLabourSIDE,Forced_Side,Incomp,Terr,Int,CumInt,Type,Startdate,Startprec,Startdate2,Startprec2,EpEnd,EpEndDate,EpEndPrec,Duration,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
10,221,5,2001,Myanmar (Burma),Government of Myanmar (Burma),,KNU,,180,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,,775,,,,775,3,17.1
11,221,5,2002,Myanmar (Burma),Government of Myanmar (Burma),,KNU,,180,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,,775,,,,775,3,17.1
12,221,5,2003,Myanmar (Burma),Government of Myanmar (Burma),,KNU,,180,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,,775,,,,775,3,17.1
13,221,5,2004,Myanmar (Burma),Government of Myanmar (Burma),,KNU,,180,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,,775,,,,775,3,17.1
14,221,5,2005,Myanmar (Burma),Government of Myanmar (Burma),,KNU,,180,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,,775,,,,775,3,17.1
15,253,15,2005,Myanmar (Burma),Government of Myanmar (Burma),,KNPP,,225,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karenni,1,0,3,1957-12-31,6,2005-01-16,1,1,2005-01-25,1.0,17192.0,775,,,,775,3,17.1
16,221,5,2006,Myanmar (Burma),Government of Myanmar (Burma),,KNU,,180,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,,775,,,,775,3,17.1
17,221,5,2007,Myanmar (Burma),Government of Myanmar (Burma),,KNU,,180,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,,775,,,,775,3,17.1
18,221,5,2008,Myanmar (Burma),Government of Myanmar (Burma),,KNU,,180,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,,775,,,,775,3,17.1
19,221,5,2009,Myanmar (Burma),Government of Myanmar (Burma),,KNU,,180,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,,775,,,,775,3,17.1
20,221,5,2010,Myanmar (Burma),Government of Myanmar (Burma),,"DKBA 5, KNU",,"1107, 180",2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,,775,,,,775,3,17.1
21,221,5,2011,Myanmar (Burma),Government of Myanmar (Burma),,"DKBA 5, KNU",,"1107, 180",2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,1,2011-12-31,5.0,23010.0,775,,,,775,3,17.1
22,231,11,2011,Myanmar (Burma),Government of Myanmar (Burma),,KIO,,201,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Kachin,1,1,3,1949-12-31,6,2011-06-27,1,0,,,,775,,,,775,3,17.1
23,264,19,2011,Myanmar (Burma),Government of Myanmar (Burma),,"RCSS, SSPP",,"256, 1122",2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Shan,1,1,3,1959-11-22,1,2005-12-27,1,1,2011-09-11,1.0,18921.0,775,,,,775,3,17.1
24,231,11,2012,Myanmar (Burma),Government of Myanmar (Burma),,KIO,,201,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Kachin,1,1,3,1949-12-31,6,2011-06-27,1,0,,,,775,,,,775,3,17.1
25,221,5,2013,Myanmar (Burma),Government of Myanmar (Burma),,DKBA 5,,1107,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Karen,1,1,3,1948-12-31,3,2013-04-29,1,1,2013-04-29,1.0,23495.0,775,,,,775,3,17.1
26,231,11,2013,Myanmar (Burma),Government of Myanmar (Burma),,KIO,,201,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Kachin,1,1,3,1949-12-31,6,2011-06-27,1,0,,,,775,,,,775,3,17.1
27,264,19,2013,Myanmar (Burma),Government of Myanmar (Burma),,"RCSS, SSPP",,"256, 1122",2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Shan,1,1,3,1959-11-22,1,2013-02-22,1,1,2013-10-10,1.0,19681.0,775,,,,775,3,17.1
28,231,11,2014,Myanmar (Burma),Government of Myanmar (Burma),,KIO,,201,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Kachin,1,1,3,1949-12-31,6,2011-06-27,1,0,,,,775,,,,775,3,17.1
29,231,11,2015,Myanmar (Burma),Government of Myanmar (Burma),,KIO,,201,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Kachin,1,1,3,1949-12-31,6,2011-06-27,1,0,,,,775,,,,775,3,17.1
30,264,19,2015,Myanmar (Burma),Government of Myanmar (Burma),,SSPP,,1122,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Shan,1,1,3,1959-11-22,1,2015-10-18,1,1,2015-11-30,5.0,20462.0,775,,,,775,3,17.1
31,231,11,2016,Myanmar (Burma),Government of Myanmar (Burma),,KIO,,201,2,SIDE A,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,1,SIDE A ,1,1,Kachin,1,1,3,1949-12-31,6,2011-06-27,1,1,2016-12-14,1.0,24455.0,775,,,,775,3,17.1
32,374,74,1991,Rwanda,Government of Rwanda,,FPR,,527,1,SIDE A,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,0,.,.,0,.,.,2,,1,1,3,1990-10-01,1,1990-10-03,1,0,,,,517,,,,517,4,17.1
33,374,74,1992,Rwanda,Government of Rwanda,,FPR,,527,1,SIDE A,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,0,.,.,1,SIDE A ,1,2,,1,1,3,1990-10-01,1,1990-10-03,1,0,,,,517,,,,517,4,17.1
34,374,74,1993,Rwanda,Government of Rwanda,,FPR,,527,1,SIDE A,1,SIDE B,2,.  ,1,SIDE A + B ,.  ,3,0,.,.,1,SIDE A ,1,2,,1,1,3,1990-10-01,1,1990-10-03,1,0,,,,517,,,,517,4,17.1
35,374,74,1994,Rwanda,Government of Rwanda,,FPR,,527,1,SIDE A,1,SIDE B,2,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,2,1,3,1990-10-01,1,1990-10-03,1,1,1994-07-04,1.0,1372.0,517,,,,517,4,17.1
36,384,84,1991,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Republic of Slovenia,,336,3,SIDE A,0,. ,.,.  ,0,.  ,.  ,.,0,.,.,1,SIDE A ,1,1,Slovenia,1,0,3,1991-06-27,1,1991-06-28,1,1,1991-07-03,2.0,6.0,345,,,,345,1,17.1
37,385,85,1991,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,"Croatian irregulars, Republic of Croatia",,"370, 337",3,SIDE A,0,. ,.,.  ,0,.  ,.  ,.,0,.,.,1,SIDE A ,1,1,Croatia,2,1,3,1991-07-09,1,1991-07-27,1,0,,,,345,,,,345,1,17.1
38,385,85,1992,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Republic of Croatia,,337,3,SIDE A,0,. ,.,.  ,0,.  ,.  ,.,0,.,.,1,SIDE A ,1,1,Croatia,1,1,3,1991-07-09,1,1991-07-27,1,1,1992-04-06,1.0,272.0,345,,,,345,1,17.1
39,412,112,1998,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,UCK,,357,2,SIDE A,1,SIDE B,2,.  ,1,SIDE A ,.  ,1,1,SIDE B ,2,1,SIDE A ,1,1,Kosovo,2,1,3,1996-04-22,1,1998-03-06,2,0,,,,345,,,,345,1,17.1
40,412,112,1999,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,UCK,"Government of Belgium, Government of Canada, Government of Czech Republic, Government of Denmark, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Italy, Government of Luxembourg, Government of Netherlands, Government of Norway, Government of Poland, Government of Portugal, Government of Spain, Government of Turkey, Government of United Kingdom, Government of United States of America",357,2,SIDE A,1,SIDE B,2,.  ,1,SIDE A ,.  ,1,1,SIDE B ,2,1,SIDE A ,1,1,Kosovo,2,1,4,1996-04-22,1,1998-03-06,2,1,1999-11-21,1.0,1308.0,345,,,"211, 20, 316, 390, 220, 260, 350, 310, 395, 325, 212, 210, 385, 290, 235, 230, 640, 200, 2",345,1,17.1
41,11345,137,2013,South Sudan,Government of South Sudan,,"SPLM/A In Opposition, SSDM/A - Cobra Faction",,"4226, 3563",2,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,2011-08-20,2,2011-08-20,2,0,,,,626,,,,626,4,17.1
42,11345,137,2014,South Sudan,Government of South Sudan,Government of Uganda,SPLM/A In Opposition,,4226,2,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,2,1,4,2011-08-20,2,2011-08-20,2,0,,,,626,500,,,626,4,17.1
43,11345,137,2015,South Sudan,Government of South Sudan,Government of Uganda,SPLM/A In Opposition,,4226,2,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,4,2011-08-20,2,2011-08-20,2,0,,,,626,500,,,626,4,17.1
44,11345,137,2016,South Sudan,Government of South Sudan,,SPLM/A In Opposition,,4226,2,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,2011-08-20,2,2011-08-20,2,1,2016-11-19,1.0,1918.0,626,,,,626,4,17.1
45,309,37,1989,Sudan,Government of Sudan,,SPLM/A,,466,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,1,SIDE A + B ,3,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
46,309,37,1990,Sudan,Government of Sudan,,SPLM/A,,466,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,1,SIDE A + B ,3,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
47,309,37,1991,Sudan,Government of Sudan,,SPLM/A,,466,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,2,SIDE A + B ,3,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
48,309,37,1992,Sudan,Government of Sudan,,SPLM/A,,466,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,2,SIDE A + B ,3,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
49,309,37,1993,Sudan,Government of Sudan,,SPLM/A,,466,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,2,SIDE A + B ,3,2,,1,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
50,309,37,1994,Sudan,Government of Sudan,,SPLM/A,,466,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,2,SIDE A + B ,3,2,,1,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
51,309,37,1995,Sudan,Government of Sudan,,SPLM/A,,466,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,2,SIDE A + B ,3,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
52,309,37,1996,Sudan,Government of Sudan,,"NDA, SPLM/A",,"467, 466",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,2,SIDE A + B ,3,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
53,309,37,1997,Sudan,Government of Sudan,,"NDA, SPLM/A",,"467, 466",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,2,SIDE A + B ,3,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
54,309,37,1998,Sudan,Government of Sudan,,"NDA, SPLM/A",,"467, 466",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,2,SIDE A + B ,3,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
55,309,37,1999,Sudan,Government of Sudan,,"NDA, SPLM/A",,"467, 466",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE A + B ,3,2,SIDE A + B ,3,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
56,309,37,2000,Sudan,Government of Sudan,,"NDA, SPLM/A",,"467, 466",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,0,.,.,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
57,309,37,2001,Sudan,Government of Sudan,,"NDA, SPLM/A",,"467, 466",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,0,.,.,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
58,309,37,2002,Sudan,Government of Sudan,,SPLM/A,,466,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,0,.,.,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
59,309,37,2003,Sudan,Government of Sudan,Government of Chad,"JEM, SLM/A, SPLM/A",,"468, 469, 466",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,4,1971-07-22,1,1983-05-17,1,0,,,,625,483,,,625,4,17.1
60,309,37,2004,Sudan,Government of Sudan,,"JEM, SLM/A, SPLM/A",,"468, 469, 466",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
61,309,37,2005,Sudan,Government of Sudan,,SLM/A,,469,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,1,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
62,309,37,2006,Sudan,Government of Sudan,,"NRF, SLM/A, SLM/A - MM",,"470, 469, 471",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
63,309,37,2007,Sudan,Government of Sudan,,"JEM, SLM/A-Unity",,"468, 472",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,1,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
64,309,37,2008,Sudan,Government of Sudan,,"JEM, SLM/A, SLM/A-Unity",,"468, 469, 472",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,1,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
65,309,37,2009,Sudan,Government of Sudan,,"JEM, SLM/A",,"468, 469",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,1,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
66,309,37,2010,Sudan,Government of Sudan,,"JEM, SLM/A, SSDM/A",,"468, 469, 1108",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
67,309,37,2011,Sudan,Government of Sudan,,"JEM, SLM/A, SPLM/A-North, SRF, SSDM/A, SSLM/A",,"468, 469, 1123, 1162, 1108, 1124",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
68,309,37,2012,Sudan,Government of Sudan,,SRF,,1162,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
69,309,37,2013,Sudan,Government of Sudan,,SRF,,1162,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,1,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
70,309,37,2014,Sudan,Government of Sudan,,"Darfur Joint Resistance Forces, SARC, SRF",,"5866, 5849, 1162",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,1,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
71,309,37,2015,Sudan,Government of Sudan,,"Darfur Joint Resistance Forces, SRF",,"5866, 1162",1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,,625,,,,625,4,17.1
72,309,37,2016,Sudan,Government of Sudan,,SRF,,1162,1,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,3,1971-07-22,1,1983-05-17,1,1,2016-10-25,1.0,16532.0,625,,,,625,4,17.1
73,299,33,2011,Syria,Government of Syria,,Syrian insurgents,,4456,3,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,0,.,.,2,,1,1,3,1966-02-23,1,2011-09-13,1,0,,,,652,,,,652,2,17.1
74,299,33,2012,Syria,Government of Syria,,Syrian insurgents,,4456,3,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE A ,.  ,1,0,.,.,0,.,.,2,,2,1,3,1966-02-23,1,2011-09-13,1,0,,,,652,,,,652,2,17.1
75,299,33,2013,Syria,Government of Syria,,Syrian insurgents,,4456,3,SIDE A + B,1,SIDE A + B,3,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,2,1,3,1966-02-23,1,2011-09-13,1,0,,,,652,,,,652,2,17.1
76,13604,153,2013,Syria,Government of Syria,,IS,,234,3,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,1,Islamic State,1,0,3,2013-05-14,1,2013-07-26,1,0,,,,652,,,,652,2,17.1
77,299,33,2014,Syria,Government of Syria,,Syrian insurgents,,4456,3,SIDE A + B,1,SIDE A + B,3,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,2,1,3,1966-02-23,1,2011-09-13,1,0,,,,652,,,,652,2,17.1
78,13604,153,2014,Syria,Government of Syria,,IS,,234,3,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,1,Islamic State,2,1,3,2013-05-14,1,2013-07-26,1,0,,,,652,,,,652,2,17.1
79,299,33,2015,Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,,4456,3,SIDE A + B,1,SIDE A + B,3,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,2,1,4,1966-02-23,1,2011-09-13,1,0,,,,652,"630, 365",,,652,2,17.1
80,13604,153,2015,Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",IS,,234,3,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,1,Islamic State,2,1,4,2013-05-14,1,2013-07-26,1,0,,,,652,"630, 365",,,652,2,17.1
81,299,33,2016,Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,,4456,3,SIDE A + B,1,SIDE A + B,3,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,2,1,4,1966-02-23,1,2011-09-13,1,1,2016-12-31,1.0,18574.0,652,"630, 365",,,652,2,17.1
82,13604,153,2016,Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",IS,,234,3,SIDE A + B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,1,Islamic State,2,1,4,2013-05-14,1,2013-07-26,1,1,2016-12-31,1.0,1327.0,652,"630, 365",,,652,2,17.1
83,333,50,1989,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ",,"299, 294, 300, 292, 296",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,0,.,.,0,.,.,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,,700,365,,,700,3,17.1
84,333,50,1990,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Military faction (forces of Shahnawaz Tanay)",,"299, 294, 300, 292, 301",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,0,.,.,0,.,.,2,,2,1,3,1975-12-31,5,1978-04-27,1,0,,,,700,,,,700,3,17.1
